
 Greedy output [epoch -> 1 | step -> 500]:  , " " , , , , , " , , , , , , , , , " , , , , , , , " , , , , , , , , , , " , , , , , " " " , , , , , , , , " " " , " , , , , , , , , , , , , , , , , , , , , , , , , , , " " " , " " " , " , , , " , " , , , , , , , , , , , , " , " , , , , , " " , , , , , , , , , , , " " , , , , , " , , , , , , , , , , , , " , , , , , , , " , , , , , , , , , , , " , , , , , " , , , , , , , , , , , " , , , , , , , , , , , , , " " , , " , " , , , , , , , " , " " " " , " " " , " , , , , " , , , , , " " , , , , , , , , . , , " " " , " , , , , " , , , " " , , , " , , , , , " " " , , , , " " " , , , , , , , , , , , " " , , , , , " , , , , , , , , , , , " , , " , , , , " , , , " " , , , , , , , , , , , , , , , , " , , , , , , , , " " , , , , , , , , , , , , , , , , , " " , , , , , , , " " , , , . , , " , , , , , , , , , " " , , " , " , " " , , , , , , , , , , " " , , , , , , , , , , , , , , " , , , , , , , , , , , , , , . , , , , , , , , , , , , , , , " , , , , , , , , , , " , , , , , , , , , , , " , , , , , , , , , , , , " , , , , ,

 Greedy output [epoch -> 1 | step -> 118000]:  better able you here forever too . " " But he thought Snape " " Severus ? " Quirrell laughed , and it wasn't his usual quivering treble , either , but cold and sharp . " Yes , Severus does seem the type , doesn't he ? So useful to have him swooping around like an overgrown bat . Next to him , who would suspect p p poor , st stuttering P Professor Quirrell ? " Harry couldn't take it in . This couldn't be true , it couldn't . " But Snape tried to kill me ! " " No , no , no . tried to kill you . Your friend Miss Granger accidentally knocked me over as she rushed to set fire to Snape at that Quidditch match . She broke my eye contact with you . Another few seconds and I'd have got you off that broom . I'd have managed it before then if Snape hadn't been muttering a countercurse , trying to save you . " " Snape was trying to save me ? " " Of course , " said Quirrell coolly . " Why do you think he wanted to referee your next match ? He was trying to make sure I didn't do it again . Funny , really he needn't have bothered . I couldn't do anything with Dumbledore watching . All the other teachers thought Snape was trying to stop Gryffindor from winning , he did make himself unpopular and what a waste of time , when after all that , I'm going to kill you tonight . " Quirrell snapped his fingers . Ropes sprang out of thin air and wrapped themselves tightly around Harry . " You're too nosy to live , Potter . Scurrying around the school on Halloween like that , for all I knew you'd seen me coming to look at what was guarding the Stone . " " You let the troll in ? " " Certainly . I have a special gift with trolls you must have seen what I did to the one in the chamber back there ? Unfortunately , while everyone else was running around looking for it , Snape , who already suspected me , went straight to the third floor to head me off and not only did my troll fail to beat you to death , that three headed dog didn't even manage to bite Snape ' s leg off properly . " Now , wait quietly , Potter . I need to examine this interesting mirror . " It was only then that Harry realized what was standing behind Quirrell . It was the Mirror of Erised . " This mirror is the key to finding the Stone , "

 Greedy output [epoch -> 1 | step -> 118500]:  , " he Harry Bor , more coldly still , " that may indeed be all he is fit for " It's not my fault , " retorted Draco . " The teachers all have favorites , that Hermione Granger " " I would have thought you'd be ashamed that a girl of no wizard family beat you in every exam , " snapped Mr Malfoy . " Ha ! " said Harry under his breath , pleased to see Draco looking both abashed and angry . " It's the same all over , " said Mr Borgin , in his oily voice . " Wizard blood is counting for less everywhere " Not with me , " said Mr Malfoy , his long nostrils flaring . " No , sir , nor with me , sir , " said Mr Borgin , with a deep bow . " In that case , perhaps we can return to my list , " said Mr Malfoy shortly . " I am in something of a hurry , Borgin , I have important business elsewhere today " They started to haggle . Harry watched nervously as Draco drew nearer and nearer to his hiding place , examining the objects for sale . Draco paused to examine a long coil of hangman's rope and to read , smirking , the card propped on a magnificent necklace of opals , Caution : Do Not Touch . Cursed Has Claimed the Lives of Nineteen Muggle Owners to Date . Draco turned away and saw the cabinet right in front of him . He walked forward he stretched out his hand for the handle " Done , " said Mr Malfoy at the counter . " Come , Draco Harry wiped his forehead on his sleeve as Draco turned away . " Good day to you , Mr Borgin . Ill expect you at the manor tomorrow to pick up the goods . " The moment the door had closed , Mr Borgin dropped his oily manner . " Good day yourself , Mister Malfoy , and if the stories are true , you haven't sold me half of what's hidden in your manor . " Muttering darkly , Mr Borgin disappeared into a back room . Harry waited for a minute in case he came back , then , quietly as he could , slipped out of the cabinet , past the glass cases , and out of the shop door . Clutching his broken glasses to his face , Harry stared around . He had emerged into a dingy alleyway that seemed to be made up entirely of shops devoted to the Dark Arts . The one he'd just left , Borgin and Burkes , looked like the largest , but opposite was a nasty window display of

 Greedy output [epoch -> 1 | step -> 119000]:  . "renched in Harry sweat , wondering where Voldemort was now , remembering his livid face , his wide , mad eyes Harry suddenly sat bolt upright on Harry garden bench . He had been staring absent mindedly into the hedge and the hedge was staring back . Two enormous green eyes had appeared among the leaves . Harry jumped to his feet just as a jeering voice floated across the lawn . " I know what day it is , " sang Dudley , waddling toward him . The huge eyes blinked and vanished . " What ? " said Harry , not taking his eyes off the spot where they had been . " I know what day it is , " Dudley repeated , coming right up to him . " Well done , " said Harry . " So you've finally learned the days of the week . " " Today's your birthday , " sneered Dudley . " How come you haven't got any cards ? Haven't you even got friends at that freak place ? " " Better not let your mum hear you talking about my school , " said Harry coolly . Dudley hitched up his trousers , which were slipping down his fat bottom . " Why're you staring at the hedge ? " he said suspiciously . " I'm trying to decide what would be the best spell to set it on fire , " said Harry . Dudley stumbled backward at once , a look of panic on his fat face . " You c can't Dad told you you're not to do m magic he said hell chuck you out of the house and you haven't got anywhere else to go you haven't got any friends to take you " " Jiggery pokeryV ' said Harry in a fierce voice . " Hocus pocus squiggly wiggly " " MUUUUUUM ! " howled Dudley , tripping over his feet as he dashed back toward the house . " MUUUUM ! He's doing you know what ! " Harry paid dearly for his moment of fun . As neither Dudley nor the hedge was in any way hurt , Aunt Petunia knew he hadn't really done magic , but he still had to duck as she aimed a heavy blow at his head with the soapy frying pan . Then she gave him work to do , with the promise he wouldn't eat again until he'd finished . While Dudley lolled around watching and eating ice cream , Harry cleaned the windows , washed the car , mowed the lawn , trimmed the flowerbeds , pruned and watered the roses , and repainted the garden bench . The sun blazed

 Greedy output [epoch -> 1 | step -> 119500]:  stairs immediately . he he Aunt ,ably . The effect of this simple sentence on the rest of the family was incredible : Dudley gasped and fell off his chair with a crash that shook the whole kitchen Mrs Dursley gave a small scream and clapped her hands to her mouth Mr Dursley jumped to his feet , veins throbbing in his temples . " I meant ' please ' ! " said Harry quickly . " I didn't mean " WHAT HAVE I TOLD YOU , " thundered his uncle , spraying spit over the table , " ABOUT SAYING THE ' M ' WORD IN OUR HOUSE ? " " But I " " HOW DARE YOU THREATEN DUDLEY ! " roared Uncle Vernon , pounding the table with his fist . " I just " " I WARNED YOU ! I WILL NOT TOLERATE MENTION OF YOUR ABNORMALITY UNDER THIS ROOF ! " Harry stared from his purple faced uncle to his pale aunt , who was trying to heave Dudley to his feet . " All right , " said Harry , " all right " Uncle Vernon sat back down , breathing like a winded rhinoceros and watching Harry closely out of the corners of his small , sharp eyes . Ever since Harry had come home for the summer holidays , Uncle Vernon had been treating him like a bomb that might go off at any moment , because Harry Potter wasn't a normal boy . As a matter of fact , he was as not normal as it is possible to be . Harry Potter was a wizard a wizard fresh from his first year at Hogwarts School of Witchcraft and Wizardry . And if the Dursleys were unhappy to have him back for the holidays , it was nothing to how Harry felt . He missed Hogwarts so much it was like having a constant stomachache . He missed the castle , with its secret passageways and ghosts , his classes ( though perhaps not Snape , the Potions master ) , the mail arriving by owl , eating banquets in the Great Hall , sleeping in his four poster bed in the tower dormitory , visiting the gamekeeper , Hagrid , in his cabin next to the Forbidden Forest in the grounds , and , especially , Quidditch , the most popular sport in the wizarding world ( six tall goal posts , four flying balls , and fourteen players on broomsticks ) . All Harry's spellbooks , his wand , robes , cauldron , and top of the line Nimbus Two Thousand broomstick had been locked in a cupboard under the stairs by Uncle

 Greedy output [epoch -> 1 | step -> 120000]:  it of Life , My brain surprises even me sometimes . Now , enough questions . I suggest you make a start on these sweets . Ah ! Bertie Bott's Every Flavor Beans ! I was unfortunate enough in my youth to come across a vomit flavored one , and since then I'm afraid I've rather lost my liking for them but I think I'll be safe with a nice toffee , don't you ? " He smiled and popped the golden brown bean into his mouth . Then he choked and said , " Alas ! Ear wax ! " Madam Pomfrey , the nurse , was a nice woman , but very strict . " Just five minutes , " Harry pleaded . " Absolutely not . " " You let Professor Dumbledore in . " " Well , of course , that was the headmaster , quite different . You need rest . " " I am resting , was , lying down and everything . Oh , go on , Madam Pomfrey " " Oh , very well , " she said . " But five minutes only . " And she let Ron and Hermione in . " Harryl " Hermione looked ready to fling her arms around him again , but Harry was glad she held herself in as his head was still very sore . " Oh , Harry , we were sure you were going to Dumbledore was so worried " " The whole school's talking about it , " said Ron . " What really happened ? " It was one of those rare occasions when the true story is even more strange and exciting than the wild rumors . Harry told them everything : Quirrell the mirror the Stone and Voldemort . Ron and Hermione were a very good audience they gasped in all the right places , and when Harry told them what was under Quirrell's turban , Hermione screamed out loud . " So the Stone's gone ? " said Ron finally . " Flamel's just going to die ? " " That's what I said , but Dumbledore thinks that what was it ? ' to the well organized mind , death is but the next great adventure . ' " " I always said he was off his rocker , " said Ron , looking quite impressed at how crazy his hero was . " So what happened to you two ? " said Harry . " Well , I got back all right , " said Hermione . " I brought Ron round that took a while and we were dashing up to the owlery to contact Dumbledore when we met him in the entrance hall he already knew he just said , ' Harry's gone after him , hasn't he ? ' and hurtled

 Greedy output [epoch -> 1 | step -> 120500]:  out again . " Mason screamed like a banshee and ran from the house shouting about lunatics . Mr Mason stayed just long enough to tell the Dursleys that his wife was mortally afraid of birds of all shapes and sizes , and to ask whether this was their idea of a joke . Harry stood in the kitchen , clutching the mop for support , as Uncle Vernon advanced on him , a demonic glint in his tiny eyes . " Read it ! " he hissed evilly , brandishing the letter the owl had delivered . " Go on read it ! " Harry took it . It did not contain birthday greetings . Dear Mr Potter , We have received intelligence that a Hover Charm was used at your place of residence this evening at twelve minutes past nine . As you know , underage wizards are not permitted to perform spells outside school , and further spellwork on your part may lead to expulsion from said school ( Decree for the Reasonable Restriction of Underage Sorcery , 1875 , Paragraph C ) . We would also ask you to remember that any magical activity that risks notice by members of the non magical community ( Muggles ) is a serious offense under section 13 of the International Confederation of Warlocks ' Statute of Secrecy . Enjoy your holidays ! Yours sincerely , Mafalda Hopkirk IMPROPER USE OF MAGIC OFFICE Ministry of Magic Harry looked up from the letter and gulped . " You didn't tell us you weren't allowed to use magic outside school , " said Uncle Vernon , a mad gleam dancing in his eyes . " Forgot to mention it . Slipped your mind , I daresay . " And was bearing down on Harry like a great bulldog , all his teeth bared . " Well , I've got news for you , boy . I'm locking you up . You're never going back to that school never and if you try and magic yourself out they 11 expel you ! " And laughing like a maniac , he dragged Harry back upstairs . Uncle Vernon was as bad as his word . The following morning , he paid a man to fit bars on Harry's window . He himself fitted a cat flap in the bedroom door , so that small amounts of food could be pushed inside three times a day . They let Harry out to use the bathroom morning and evening . Otherwise , he was locked in his room around the clock . Three days later , the Dursleys were showing no sign of relenting , and Harry couldn't see any way out of his situation .

 Greedy output [epoch -> 1 | step -> 121000]:  never had of such a thing before ! You , Miss Granger , I thought you had more sense . As for you , Mr Potter , I thought Gryffindor meant more to you than this . All three of you will receive detentions yes , you too , Mr Longbottom , nothing gives you the right to walk around school at night , especially these days , it's very dangerous and fifty points will be taken from Gryffindor . " " Fifty ? " Harry gasped they would lose the lead , the lead he'd won't the last Quidditch match . " Fifty points each , " said Professor McGonagall , breathing heavily through her long , pointed nose . " Professor please " " You can't " " Don't tell me what I can and can't do , Potter . Now get back to bed , all of you . I've never been more ashamed of Gryffindor students . " A hundred and fifty points lost . That put Gryffindor in last place . In one night , they'd ruined any chance Gryffindor had for for the House Cup . Harry felt as though the bottom had dropped out of his stomach . How could they ever make up for this ? Harry didn't sleep all night . He could hear Neville sobbing into his pillow for what seemed like hours . Harry couldn't think of anything to say to comfort him . He knew Neville , like himself , was dreading the dawn . What would happen when the rest of Gryffindor found out what they'd done ? At first , Gryffindors passing the giant hourglasses that recorded the House points the next day thought there ' d been a mistake . How could they suddenly have a hundred and fifty points fewer than yesterday ? And then the story started to spread : Harry Potter , the famous Harry Potter , their hero of two Quidditch matches , had lost them all those points , him and a couple of other stupid first years . From being one of the most popular and admired people at the school , Harry was suddenly the most hated . Even Ravenclaws and Hufflepuffs turned on him , because everyone had been longing to see Slytherin lose the House Cup . Everywhere Harry went , people pointed and didn't trouble to lower their voices as they insulted him . Slytherins , on the other hand , clapped as he walked past them , whistling and cheering , " Thanks Potter , we owe you one ! " Only Ron stood by him . " They'll all forget this in a few weeks . Fred

 Greedy output [epoch -> 1 | step -> 121500]:  the his groundpping , the the dashboardaky Cauldron . a new . " " , right you theooish " theotts , the hour , the him father on . but said Snape Norris , herfully his a . " All the have of , toturn Alley , " said said , the table . s dropped on " looked Ron , and Hermione wereuttering , the behind castleily andbled the , " walls was the and and of and Harryyolt ,fully , the , head . a Office , theak a but that could . of , , Ron himself inbleaks . but was hading . , the were up the castle cold and the We , , and " was through , , the long of off theasersger andi , the field , the ,idditch ,ering , the had the from to the . . pulled . to and " an , , Roncingry ,angers , , Harry reached a , and , and George Jordan were was was a up the theger "ch , at office ten , , , " , ,n , and a a very , , , of the outinking . andopsided out shop . a a ,aks , in a , , had out , and , , a small , cl . , . ,fects ,'s' , " So bit of them hasfects , Ron hands , , " said , . off the voice seat , " You's at , " " You on , " said , , " All there , "'s not small , " , " was not a's his , . " was to look a . the , " muttered him , Hermione , the arm . to the were the . the . " ' . , and're . theuffyish and Ronotts . " were a an one , Bl one . the way , the Bl . , Harry they had , had but had , the hands , very , ofotling and the Bl , and to be a a " rest to a was a of a few black with out the ground world and "ring lies B B . sprang . , help seen , , the wand . ,' . , was The ,ix Thenazed " the , It ,ix Thenout " You'd't ! you ! " said saidasheded . " No am , " said not to as name attention to , " " new and to have trying to , , the and , Norris's neck . " pair was in , on the wall and and , and saidish , " , " ,

 Greedy output [epoch -> 1 | step -> 122000]:  , on ithart's his stomach . a crowd , " was wearing against from staircase out andft , fromingly over the oppositeasleys . " Get big raids , " , " said Lockhart , and his own gleaming at at " Listen , you can I'll in the books page of " He there was let out of a's hand , the got hardly feel his sweater . He tried to lookle back to the the castleasleys . but hishart shook an arm around his shoulders and thamped it tightly to his own . " I and gentlemen , " she said loudly , looking for quietlessly " Don's extraordinary went this is it " perfect moment this me to make me little announcement I've been sitting on for it time to " When he Harry had to forward Flourish and Blotts on , he only wanted to be my opinion at I'm be happy to present him down , to of charge " " crowd applauded again . Harry Come didn no idea , " Lockhart said , and Harry a powerful shake that only to way look to Lock Qu of his nose . knew that as said look be quiet much , " , his my house , " Me . " didn his eyesmates will , in fact , in sure the real magical me . But , Harry and gentlemen , I will great pleasure and pride in announcing that this will , I will merely taking up the post of Defense Against the Dark Arts teacher at Hogwarts School . Witchcraft and Wizardry ! " The sky cheered and clapped and he only himself being presented with the roomering of himilderoy Lockhart . "aggering slightly under their breath , he managed to make his arm down of the roomelight to make room of the room , was he's going and to her notes cauldron was " You were theses " Harry mumbled for her , tipping the books into the cauldron . " Well'll go some own " " Ah you loved that , didn't you , too , " said a voice Harry , forced trouble recognizing . " had to up and found himself face to face with Draco Malfoy . who was wearing his usual sneer . " Why Harry , , " said Malfoy , " Can't even read for bed bookshop without making the front page . " " Let him alone , he didn't believe all that ! " said Lock . He was the first time he had spoken to front of Harry . She was glaring at Malfoy . " Harry , you are got yourself a girlfriend ) . " Sheled an . " went onlet as Ron

 Greedy output [epoch -> 1 | step -> 122500]:  a to get the spotged with b or dodging but , and cleared the rest up between once . Hermione " photographs of Lockhart on the walls were all nodding in agreement as he talked , One of them had forgotten to remove his hair net . At last Dumbledore straightened up . " She's not dead , Argus , " he said softly . Lockhart stopped abruptly , the middle of counting the class of murders he had prevented . " Not dead ? " choked Filch , looking through his g at Mrs Norris . " But why's she all stiff stiff and frozen ? " " She has been Petrified , " said Dumbledore ( " Ah ! I thought . ! " said Lockhart ) . " But how , I cannot say . " shri him " shrieked Filch , turning his blot , and tearstained face to Harry . " No second year could have know this , " said Dumbledore firmly . " It would take Dark Magic of the most advanced " " It did it , he did it and " Thech spat , his pouchy face purpling along " He saw what he would on the wall ! He found in my office he knows I'm a "'m a " Filch ' s face worked horribly . " He knows I'm a Squib ! " he finished . " I never touched Mrs Norris ! " Harry said loudly , uncomfortably aware of everyone looking at him , including all the Lockharts on the walls . " And I don't even know what a Squib ? . I " Rubbish ! " Heailedled Filch . " He saw my officeikspell letter ! " If If I'll speak , Headmaster , " said Snape from the shadows , and Harry's sense of foreboding increased he was sure nothing Snape had to say was going to wake him any good . " Potter and his friends would have simply been in the wrong place at the wrong time , " he said , but slight sneer curling his mouth as though he doubted it . " But we saw , a set of suspicious circumstances here . I was nothing in the upstairs corridor at all ? Why wasn't he at the Halloween feast ? " Harry , Ron and Hermione all launched into an explanation about the deathday party . " there were hundreds of ghosts , they'll tell you we were there " " But , not join the feast afterward ? " said Snape , taking black eyes glittering in the candlelight . " Why go up to that corridor ? " Ron and Hermione st at Harry . " Because we " Harry

 Greedy output [epoch -> 1 | step -> 123000]:  more the's'd changing M Malfoy "'m drinking nothing with Crabbe's toenails . three ? " continued as though she hadn't walked him . " We don't go to worry about that yet , though , because we add those bits last year " Ron turned , speechless , and Harry , " had another worry . " D'you realize how much we're going to have to steal , Hermione ? Shredded skin of a boomslang , that's definitely not in the students ' cupboard . What're we going to do , break into Snape's private stores ? I don't know if Snape is a good idea . " Hermione shut the book with a snap and " Well , if you two are going to chicken out , fine , " she said . There were bright pink patches on her robes and her eyes were brighter than usual . " I don't want to break rules , you know . think threatening Muggle borns is more worse than brewing up a difficult potion . But if you don't want to find out if it's Malfoy , I'll go straight to Madam Pince now and hand the book back in " " I never thought I'd see the day when you'd be persuading us to break rules , " said Ron . " All right , isn'll do it . But not toenails , okay ? " " Howler will it take to make , anyway ? " said Harry as Hermione , pointing happier , " the book again . " Well , it the fluxweed has got to be picked at the full moon ? the lacewings have got to be stew before for twenty one of I'd say I ? be ready in about a month , if we can get all the ingredients . " " A month ? " said Ron in " Malfoy could have attacked half the Muggle borns in the school by then ! But But Hermione still s eyes narrowed , again , and she added swiftly , " she it's the best plan we've got , so full steam ahead , I say . " However , while Hermione was checking that the coast was clear for them to leave the bathroom , Ron muttered to Harry , " It'll be a lot less hassle if you can just knock Malfoy off his broom tomorrow . " Harry woke early on Saturday morning and lay for a while thinking about the coming Quidditch match . He was nervous , mainly at the thought of an Wood would say if Gryffindor lost , but also at the idea of facing a team mounted on the fastest racing brooms gold could buy

 Greedy output [epoch -> 1 | step -> 123500]:  ate now began the . to to put about him . " All the copies of Hogwarts , A History have been taken out , " she said , sitting down next to Harry's Ron . " And there's a two week waiting list . I wish I hadn't left my copy at home , but I couldn't fit it in my trunk with all the Lockhart books . " " Why do you want it ? " said Harry . " The same reason everyone else wants it , " said Hermione , " to read up on the legend of the Chamber of Secrets . " " What's that ? " said Harry quickly . " That's a it . I can't remember , " said Hermione , biting her lip . " And I can't find the story anywhere else " " Hermione , let me read your composition , " said Ron desperately , checking his watch . " No , I won't , " said Hermione , suddenly severe . " You've had ten days to finish it " " I only need another two inches , come on " The bell rang . Ron and Hermione led the way to History of Magic , bickering . History of Magic was the dullest subject on their schedule . Professor Binns , who taught it , was their only ghost teacher , and the most exciting thing that ever happened in his classes was his entering the room through the blackboard . Ancient and shriveled , many people said he hadn't noticed he was dead . He had simply got up to teach one day and left his body behind him in an armchair in front of the staffroom fire his routine had not varied in the slightest since . Today was as boring as ever . Professor Binns opened his notes and began to read in a flat drone like an old vacuum cleaner until nearly everyone in the class was in a deep stupor , occasionally coming to long enough to copy down a name or date , then falling asleep again . He had been speaking for half an hour when something happened that had been happened before . Hermione put up her hand . Professor McGinns , glancing up in the middle of a deadly dull lecture on the International Warlock Convention of 1289 , looked amazed . " Miss er ? " " Granger , Professor . I was wondering if you could tell us anything about the Chamber of Secrets , " said Hermione in a clear voice . Dean Thomas , who had been sitting with his mouth hanging open , gazing out of the window , jerked out of his trance Lavender Brown's head came up off his arms and Neville Longbottom's elbow slipped

 Greedy output [epoch -> 1 | step -> 124000]:  . . " was it at her , and eyes wereing with malice . " Here , girl take your book it out the best your father can give you " "ing himself out of Hagrid's grip he beckoned to Draco and swept from the shop . " Yeh should've ignored him , Arthur , " said Hagrid , almost lifting Mr Weasley off his feet as he straightened his robes . " Rotten ter the core , the whole family , everyone knows that no Malfoy's worth listenin ' ter bad blood , that's what it is come on now let's get outta here . " The assistant looked as though he wanted to stop them from leaving , but he barely came up to Hagrid's waist and seemed to think better of it . They hurried up the street , the Grangers shaking with fright and Mrs Weasley beside herself with fury . " A fine example to set for your children brawling in public what Gilderoy Lockhart must've thought " " He was pleased , " said Fred . " Didn't you hear him as we were leaving ? He was asking that bloke from his Daily Prophet if he'd be able to work the fight into his report said it was all publicity " But it was a subdued group that headed back to the fireside in the Leaky Cauldron , where Harry , the Weasleys , and all their shopping would be traveling back to the Burrow using Floo powder . They said good bye to the Grangers , who were leaving the pub for the Muggle street on the other side Mr Weasley started to ask , how bus stops worked , but stopped quickly at the look on Mrs Weasley's face . Harry took off his glasses and put them safely in his pocket before helping himself to Floo powder . It definitely wasn't his favorite way to travel . Chapter : THE WHOMPING WILLOW . The end was the summer vacation came too quickly for Harry's liking . He was looking forward to getting back to Hogwarts , but his month at the Burrow had been the happiest of his life . It was difficult not to feel jealous and Ron when he thought of the Dursleys and the sort of welcome he could expect next time he turned up on Privet Drive . On their last evening , Mrs Weasley conjured up a sumptuous dinner that included all of Harry's favorite things , ending with a mouthwatering treacle pudding . Fred and George rounded off the evening with a display of Filibuster fireworks they filled the kitchen with red and blue stars that bounced from ceiling

 Greedy output [epoch -> 1 | step -> 124500]:  , " ,uffs . at at P sight superb highsticks in the of him . " I , Harry't they ? " said Malfoy smoothly . " But T the Gryffindor team will be able to raise some gold and get new brooms , too . You could raffle off those Cleansweep Fives I expect a museum would bid for them . " The Slytherin team howled with laughter . " At least no one on the Gryffindor team had to buy their way in , " said Hermione sharply . " They got in on pure talent . " The smug look on Malfoy's face flickered . " No one asked your opinion , you filthy little Mudblood , " he spat . Harry knew at once that Malfoy had said something really bad because there was an instant uproar at his words . Flint had to dive in front of Malfoy to stop Fred and George jumping on him , Alicia shrieked , " How dare you " , and Ron plunged his hand into his robes , pulled out his wand , yelling , " You'll pay for that one , Malfoy ! " and pointed it furiously under Flint's arm at Malfoy's face . A loud bang echoed around the stadium and a jet of green light shot out of the wrong end of Ron's wand , hitting him in the stomach and sending him reeling backward onto the grass . " Ron ! Ron ! Are you all right ? " squealed Hermione . Ron opened his mouth to speak , but no words came out . Instead he gave an almighty belch and several slugs dribbled out of his mouth onto his lap . The Slytherin team were paralyzed with laughter . Flint was doubled up , hanging onto his new broomstick for support . Malfoy was on all fours , banging the ground with his fist . The Gryffindors were gathered around Ron , who kept belching large , glistening slugs . Nobody seemed to want to touch him . " We'd better get him to Hagrid's , it's nearest , " said Harry to Hermione , who nodded bravely , and the pair of them pulled Ron up by the arms . " What happened , Harry ? What happened ? Is he ill ? But you can cure him , can't you ? " Colin had run down from his seat and was now dancing alongside them as they left the field . Ron gave a huge heave and more slugs dribbled down his front . " Oooh , " said Colin , fascinated and raising his camera . " Can you hold him still , Harry

 Greedy output [epoch -> 1 | step -> 125000]:  on the burst back angle on with red , he heard what a though it the fly , a way deal of whistling and shouting . " focused on the Snitch clutched in his good hand . " Myha , " he said vaguely . " We've won . " And he fainted . He came around , rain falling on his face , still lying on the field , in someone leaning over him . He saw a glitter of teeth . " Oh , no , not you , " he moaned . " Doesn't know what he's saying , " said Lockhart loudly to the anxious crowd of Gryffindors pressing around them . " Not to worry , Harry . I'm about to fix your arm . " " iVo ! " said Harry . " I'll keep it like this , thanks . " He tried to sit up , he the pain was terrible . He heard a familiar clicking noise nearby . " I don't want a photo of this , Colin , " he said loudly , " Lie back , Harry , " said Lockhart soothingly . " It's a simple charm I've used countless times " " Why can't I just go to the hospital wing ? " said Harry through clenched teeth . " He should really , Professor , " said a muddy Wood , who couldn't help grinning even though his Seeker was injured . " Great capture , Harry , really spectacular , your best yet , I'd say " Through the thicket of legs around him , Harry spotted Fred and George Weasley , wrestling the rogue Bludger into a box . It was still putting up a terrific fight . " Stand back , " said Lockhart , who was rolling up his jade green sleeves . " No don't " said Harry weakly , but Lockhart was twirling his wand and a second later had directed it straight up Harry's arm . A strange and unpleasant sensation started at Harry's arm and spread all the way down to his fingertips . It felt as though his arm was being deflated . He didn't dare look at what was happening . " had an his mouth , his eyes turned away from the worst , but his arm fears were realized as the people above him how and hung Creevey began to away madly . " arm didn't hurt , nor did his and remotely like an arm . " Ah , " he Dumbledorehart , " Oh , It , can can't ! at But the point is , the whole are going time broken , Come's the best to Gry in mind . " , okay , Ron startedle up

 Greedy output [epoch -> 1 | step -> 125500]:  the the a ,'m trying your would help me understand what you say in Gadding with Ghouls about slow acting venoms " " Ah , Gadding with GhoulsV ' said Lockhart , taking the note from Hermione and smiling widely at her . " Possibly my very favorite book . You enjoyed it ? " " Oh , yes , " said Hermione eagerly . " So clever , the way you trapped that last one with the tea strainer " " Well , I'm sure no one will mind me giving the best student of the year a little extra help , " said Lockhart warmly , and he pulled out an enormous peacock quill . " Yes , nice , isn't it ? " he said , misreading the revolted look on Ron's face . " I usually save it for book signings . " He scrawled an enormous loopy signature on the note and handed it back to Hermione . " So , Harry , " said Lockhart , while Hermione folded the note with fumbling fingers and slipped it into her bag . " Tomorrow's the first Quidditch match of the season , I believe ? Gryffindor against Slytherin , is it not ? I hear you're a useful player . I was a Seeker , too . I was asked to try for the National Squad , but preferred to dedicate my life to the eradication of the Dark Forces . Still , if ever you feel the need for a little private training , don't hesitate to ask . Always happy to pass on my expertise to less able players . " Harry made an indistinct noise in his throat and then hurried off after Ron and Hermione . " I don't believe it , " he said as the three of them examined the signature on the note . " He didn't even look at the book we wanted . " " That's a he's a brainless git , " said Ron . " But who cares , we've got what we needed " " He is not a brainless git , " said Hermione shrilly as they half ran toward the library . " Just because he said you were the best student of the year " They dropped their voices as they entered the muffled stillness of the library . Madam Pince , the librarian , was a thin , irritable woman who looked like an underfed vulture . " Moste Potente Potions ? " she repeated suspiciously , trying to take the note from Hermione but Hermione wouldn't let go . " I was wondering if I could keep it , " she said breathlessly

 Greedy output [epoch -> 1 | step -> 126000]:  said was a small awkward pause . " Harry may go , " Dumbledore said to Harry , Ron , and Hermione . They went , as quickly as they could without actually running . When they were a floor up to Lockhart's office , they turned into an empty classroom and closed the door quietly behind them . Harry squinted at his friends ' darkened faces . " D'you think I should have told them about that voice I heard ? " " No , " said Ron , without hesitation . " Hearing voices no one else can hear isn't a good sign , even in the wizarding world . " Something in Ron's voice made Harry ask , " You do believe me , don't you ? " " ' Course I do , " said Ron quickly . " But you must admit it's weird . " " I know it's weird , " said Harry . " The whole thing's weird . What was that writing on the wall about ? The Chamber Has Been Opened ' . What's that supposed to mean ? " " You know , it rings a sort of bell , " said Ron slowly . " I think someone told me a story about a secret chamber at Hogwarts once might've been Bill . " " And what on earth's a Squib ? " said Harry . To his surprise , Ron stifled a snigger . " Well it's not funny really but as it's Filch , " he said . " A Squib is someone who was born into a wizarding family but hasn't got any magic powers . Kind of the opposite of Muggle born wizards , but Squibs are quite unusual . If Filch ' s trying to learn magic from a Kwikspell course , I reckon he must be a Squib . It would explain a lot . Like why he hates students so much . " Ron gave a satisfied smile . " He's bitter . " A clock chimed somewhere . " Midnight , " said Harry . " We'd better get to bed before Snape comes along and tries to frame us for something else . " For a few days , the school could talk of little else but the attack on Mrs Norris . Filch kept it fresh in everyone's minds by pacing the spot where she had been attacked , as though he thought the attacker might come back . Harry had seen him scrubbing the message on the wall with Mrs Skower's All Purpose Magical Mess Remover , but to no effect the words still gleamed as brightly as ever on the stone . When Filch wasn't guarding the scene of the crime ,

